"","MSSubClass","MSZoning","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","CentralAir","GrLivArea","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","GarageCond","PavedDrive","Fence","SaleType","SaleCondition","SalePrice","BeenRemod","EraBuilt","Pool","TotBathrooms","TotPorch"
"1261","60","RL","NoAlley","IR3","Lvl","CulDSac","Gtl","Gilbert","RRAn","1Fam","2Story","6","5",1999,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",841,"Ex","Y",1675,"TA","Typ",1,"TA","BuiltIn","Fin",502,"TA","TA","Y","None","WD","Normal",12.106252310248,"FALSE","1990s","FALSE",2.5,103
"1262","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6",1956,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",1050,"Gd","Y",1050,"TA","Typ",0,"No","Attchd","Unf",338,"TA","TA","Y","None","WD","Normal",11.7667921889273,"FALSE","1950s","FALSE",1,0
"1263","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","1.5Fin","4","5",1989,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",1104,"Ex","Y",1788,"TA","Min2",2,"TA","Attchd","Unf",304,"TA","TA","Y","None","WD","Normal",11.9922604216448,"TRUE","1950s","FALSE",2,120
"1264","70","RL","Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story","6","6",1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",764,"Ex","Y",1824,"TA","Typ",1,"Gd","Detchd","Unf",520,"TA","TA","N","GdPrv","WD","Normal",12.1034860567551,"TRUE","1910s","FALSE",1,126
"1265","120","RH","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE","1Story","6","5",1999,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",1405,"Ex","Y",1337,"Gd","Typ",0,"No","Attchd","Fin",511,"TA","TA","Y","None","COD","Abnorml",12.106252310248,"TRUE","1990s","FALSE",3,212
"1266","160","FV","NoAlley","Reg","Lvl","FR3","Gtl","Somerst","Norm","TwnhsE","2Story","7","5",1999,"Hip","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",691,"Ex","Y",1452,"Gd","Typ",0,"No","Detchd","Unf",506,"TA","TA","Y","None","WD","Normal",12.1221474105924,"FALSE","1990s","FALSE",3.5,34
"1267","190","RM","NoAlley","IR1","Bnk","Inside","Gtl","OldTown","Feedr","2fmCon","2.5Unf","7","4",1950,"Hip","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",925,"TA","N",1889,"TA","Typ",1,"Gd","Detchd","Unf",308,"TA","TA","N","MnPrv","WD","Normal",11.7117763237154,"TRUE","1910s","FALSE",1.5,264
"1268","20","RL","NoAlley","IR1","HLS","Inside","Gtl","Timber","Norm","1Fam","1Story","9","5",2009,"Hip","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",2002,"Ex","Y",2018,"Ex","Typ",1,"Gd","Attchd","Fin",746,"TA","TA","Y","None","WD","Normal",12.8439713518596,"TRUE","2000s","FALSE",2,220
"1269","50","RL","NoAlley","IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam","1.5Fin","8","9",1997,"Gable","Stucco","Stucco","BrkFace",632,"TA","Gd","CBlock","TA","TA","Mn","Rec",192,"Unf",728,"Ex","Y",3447,"Gd","Typ",2,"Gd","BuiltIn","Unf",1014,"TA","TA","Y","GdWo","WD","Normal",12.8505546541088,"TRUE","1930s","FALSE",3.5,326
"1270","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1.5Fin","5","5",1958,"Gable","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",460,"Unf",874,"TA","Y",1524,"TA","Typ",0,"No","Attchd","Unf",315,"TA","TA","Y","GdWo","WD","Normal",11.8775685785581,"FALSE","1950s","FALSE",1.5,0
"1271","40","RL","NoAlley","Reg","Low","Inside","Sev","ClearCr","Norm","1Fam","1Story","7","6",1979,"Shed","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",1332,"TA","Y",1524,"Gd","Typ",1,"TA","Attchd","Fin",586,"TA","TA","Y","None","WD","Normal",12.4684369099977,"FALSE","1970s","FALSE",2.5,268
"1272","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","NWAmes","PosN","1Fam","1Story","6","7",1968,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1489,"Gd","Y",1489,"Gd","Typ",1,"Gd","Attchd","RFn",462,"TA","TA","Y","None","WD","Normal",12.13215696258,"FALSE","1960s","FALSE",2,0
"1273","20","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","1Story","5","6",1965,"Hip","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","TA","TA","No","BLQ",560,"LwQ",935,"TA","Y",935,"TA","Typ",0,"No","Attchd","Unf",288,"TA","TA","Y","MnPrv","WD","Normal",11.8277362048103,"FALSE","1960s","FALSE",2,180
"1274","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","Edwards","Norm","1Fam","SLvl","6","7",2006,"Gable","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",719,"Unf",1019,"Gd","Y",1357,"Ex","Typ",1,"Gd","Basment","RFn",312,"TA","TA","Y","GdPrv","WD","Normal",12.083905011556,"TRUE","1950s","FALSE",2,163
"1275","50","RL","NoAlley","Reg","Lvl","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin","5","6",2003,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",661,"Ex","Y",1250,"TA","Typ",1,"Gd","Detchd","Unf",552,"TA","TA","Y","None","WD","Normal",11.8422292121128,"TRUE","1910s","FALSE",2,323
"1276","90","RL","NoAlley","Reg","Lvl","Corner","Gtl","NAmes","Feedr","Duplex","2Story","5","5",1950,"Gable","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",928,"Gd","Y",1920,"TA","Typ",0,"No","Detchd","Unf",400,"TA","Fa","Y","None","WD","Normal",11.8277362048103,"TRUE","1940s","FALSE",2,0
"1277","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story","6","6",1972,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Gd","No","BLQ",593,"Unf",723,"TA","Y",1395,"TA","Typ",1,"TA","Attchd","Unf",497,"TA","TA","Y","None","WD","Normal",11.9953516142145,"FALSE","1970s","FALSE",2,410
"1278","80","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","SLvl","6","5",1976,"Gable","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","Gd","TA","Av","ALQ",528,"Unf",1680,"Fa","Y",1724,"TA","Typ",1,"Gd","Attchd","RFn",480,"TA","TA","Y","None","WD","Normal",12.1955171315907,"TRUE","1960s","FALSE",2.5,0
"1279","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","8","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",804,"Unf",1128,"Ex","Y",2031,"Gd","Typ",1,"Gd","Attchd","RFn",577,"TA","TA","Y","None","WD","Normal",12.3758154201173,"FALSE","2000s","FALSE",3.5,211
"1280","50","C (all)","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin","4","4",1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",698,"TA","Y",1128,"TA","Typ",0,"No","Detchd","RFn",528,"TA","TA","Y","None","COD","Abnorml",11.1331281036106,"TRUE","1920s","FALSE",1,194
"1281","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2002,"Gable","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","Gd","TA","No","GLQ",788,"Unf",1573,"Ex","Y",1573,"Gd","Typ",0,"No","Attchd","RFn",544,"TA","TA","Y","None","WD","Normal",12.3327052964635,"FALSE","2000s","FALSE",3,72
"1282","20","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Timber","Norm","1Fam","1Story","7","5",1990,"Hip","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",1053,"Unf",1309,"TA","Y",1339,"TA","Typ",1,"TA","Attchd","Fin",484,"Gd","Gd","Y","None","WD","Normal",12.1007121298723,"FALSE","1990s","FALSE",3,148
"1283","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","5","7",2008,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",532,"Rec",1040,"TA","Y",1040,"Gd","Typ",0,"No","Detchd","Unf",484,"TA","TA","Y","None","WD","Normal",11.9217183631711,"TRUE","1970s","FALSE",2,288
"1284","90","RL","NoAlley","Reg","Low","Corner","Gtl","Mitchel","Norm","Duplex","2Story","6","5",1971,"Mansard","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",912,"TA","Y",1824,"TA","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.8422292121128,"FALSE","1970s","FALSE",3,128
"1285","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","SWISU","Feedr","1Fam","1.5Fin","6","7",1990,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",804,"Ex","Y",2447,"Gd","Min2",1,"Gd","Detchd","Unf",336,"TA","TA","Y","None","WD","Normal",12.0376539939052,"TRUE","1910s","FALSE",2,430
"1286","50","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","6","6",1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",780,"Ex","Y",1412,"TA","Typ",1,"Gd","Detchd","Unf",280,"TA","TA","Y","None","WD","Normal",11.7943379244084,"TRUE","1930s","FALSE",1,45
"1287","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","1Story","6","5",1963,"Hip","HdBoard","HdBoard","BrkFace",451,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Rec",1328,"TA","Y",1328,"TA","Typ",2,"Gd","Attchd","Unf",528,"TA","TA","Y","None","WD","Normal",11.870599909242,"FALSE","1960s","FALSE",2.5,26
"1288","20","RL","NoAlley","IR1","Low","Inside","Mod","ClearCr","Norm","1Fam","1Story","5","5",1964,"Gable","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","TA","TA","Av","Rec",812,"Unf",1624,"Fa","Y",1582,"TA","Typ",0,"No","Attchd","Unf",390,"TA","TA","N","None","WD","Normal",12.1547793511426,"FALSE","1960s","FALSE",2.5,366
"1289","120","RL","NoAlley","IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story","8","5",2000,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1158,"Unf",1501,"Ex","Y",1659,"Ex","Typ",1,"Ex","Attchd","Fin",499,"TA","TA","Y","None","WD","Normal",12.5353763926728,"FALSE","2000s","FALSE",3,271
"1290","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story","8","5",2006,"Gable","VinylSd","VinylSd","Stone",788,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",1085,"Ex","Y",1970,"Ex","Typ",1,"Gd","BuiltIn","Fin",753,"TA","TA","Y","None","New","Partial",12.5461099483159,"FALSE","2000s","FALSE",2.5,251
"1291","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl","5","7",1964,"Hip","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",1014,"Unf",1152,"TA","Y",1152,"TA","Typ",1,"Gd","Attchd","RFn",484,"TA","TA","Y","None","WD","Normal",12.1034860567551,"FALSE","1960s","FALSE",2,227
"1292","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","5","7",1972,"Gable","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","TA","TA","No","ALQ",231,"Unf",630,"TA","Y",1302,"TA","Typ",0,"No","Detchd","Unf",264,"TA","TA","Y","None","WD","Normal",11.6910716503537,"FALSE","1970s","FALSE",2.5,185
"1293","70","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","5","4",1965,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,"Unf",994,"TA","N",2372,"TA","Min2",0,"No","Attchd","RFn",432,"TA","TA","Y","None","WD","Normal",11.5852461265499,"TRUE","1800s","FALSE",2,287
"1294","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story","7","5",1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",194,"Unf",832,"TA","Y",1664,"TA","Typ",1,"TA","Attchd","RFn",528,"TA","TA","Y","GdWo","WD","Normal",12.0008917945901,"FALSE","1970s","FALSE",2.5,287
"1295","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","5","7",1990,"Hip","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",167,"Unf",864,"TA","Y",864,"TA","Typ",0,"No","Detchd","Unf",572,"TA","TA","N","None","WD","Normal",11.6526874073454,"TRUE","1950s","FALSE",2,0
"1296","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story","5","5",1968,"Hip","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",1016,"Unf",1052,"Gd","Y",1052,"TA","Typ",0,"No","Attchd","RFn",288,"TA","TA","Y","GdWo","WD","Normal",11.8386256046095,"FALSE","1960s","FALSE",2.5,356
"1297","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6",1963,"Hip","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",776,"Unf",1120,"Gd","Y",1128,"TA","Typ",0,"No","Attchd","RFn",525,"TA","TA","Y","MnPrv","WD","Normal",11.9511803959014,"FALSE","1960s","FALSE",3,335
"1298","180","RM","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","SFoyer","6","5",2006,"Gable","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",547,"Unf",547,"Gd","Y",1072,"TA","Typ",0,"No","Basment","Fin",525,"TA","TA","Y","None","New","Partial",11.8493977015914,"TRUE","2000s","FALSE",3,44
"1300","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","7",1994,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",1246,"Ex","Y",1246,"Gd","Typ",0,"No","Attchd","RFn",305,"TA","TA","Y","GdPrv","WD","Normal",11.9447078813958,"TRUE","1950s","FALSE",2.5,218
"1301","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story","7","5",1999,"Gable","VinylSd","VinylSd","None",344,"Gd","TA","PConc","Gd","TA","No","GLQ",694,"Unf",978,"Ex","Y",1983,"Gd","Typ",1,"TA","Attchd","Fin",490,"TA","TA","Y","None","WD","Normal",12.3238556811866,"FALSE","1990s","FALSE",2.5,0
"1302","70","RL","NoAlley","IR1","Bnk","Inside","Gtl","Crawfor","Norm","1Fam","2Story","6","7",1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",547,"Unf",771,"Fa","Y",1494,"Gd","Typ",2,"Gd","Attchd","Unf",213,"TA","TA","P","None","WD","Normal",12.0867258878976,"TRUE","1940s","FALSE",1,224
"1303","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","8","5",1994,"Hip","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",1165,"Ex","Y",2526,"Gd","Typ",1,"TA","Attchd","RFn",844,"TA","TA","Y","None","WD","Normal",12.5776362019627,"FALSE","1990s","FALSE",3.5,387
"1304","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","7","5",2005,"Gable","VinylSd","VinylSd","BrkFace",228,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1616,"Ex","Y",1616,"Gd","Typ",0,"No","Attchd","RFn",834,"TA","TA","Y","None","WD","Normal",12.3544926506484,"FALSE","2000s","FALSE",2,267
"1305","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","2Story","7","5",2004,"Gable","VinylSd","VinylSd","Stone",117,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",976,"Ex","Y",1708,"Gd","Maj1",0,"No","Detchd","Unf",380,"TA","TA","Y","None","WD","Normal",11.7752897294377,"FALSE","2000s","FALSE",2,40
"1306","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story","9","5",2007,"Hip","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",1572,"Unf",1652,"Ex","Y",1652,"Ex","Typ",2,"Ex","Attchd","Fin",840,"TA","TA","Y","None","WD","Normal",12.6915804613119,"TRUE","2000s","FALSE",3,506
"1307","120","RL","NoAlley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story","7","5",2006,"Gable","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1368,"Ex","Y",1368,"Gd","Typ",1,"Gd","Attchd","RFn",474,"TA","TA","Y","None","New","Partial",12.2184951655287,"TRUE","2000s","FALSE",2,167
"1308","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","5","5",1995,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Gd","No","ALQ",746,"Unf",990,"Ex","Y",990,"TA","Typ",0,"No","Detchd","Unf",480,"TA","TA","Y","None","WD","Normal",11.8350089641393,"TRUE","1990s","FALSE",2,64
"1309","20","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","7",2005,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",144,"ALQ",924,"Ex","Y",1122,"Gd","Typ",0,"No","Attchd","Unf",528,"TA","TA","Y","GdWo","WD","Normal",11.8981878657609,"TRUE","1940s","FALSE",2,36
"1310","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story","6","5",1991,"Gable","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",1200,"Unf",1278,"Gd","Y",1294,"Gd","Typ",0,"No","Attchd","RFn",496,"TA","TA","Y","GdWo","WD","Normal",12.096257779523,"FALSE","1990s","FALSE",3,163
"1311","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Crawfor","PosA","1Fam","1Story","7","8",2002,"Gable","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",1902,"TA","Y",1902,"Ex","Typ",2,"TA","Attchd","Fin",567,"TA","TA","Y","None","WD","Normal",12.7218858108072,"TRUE","1950s","FALSE",3,369
"1312","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2007,"Gable","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","No","GLQ",925,"Unf",1274,"Ex","Y",1274,"Gd","Typ",0,"No","Attchd","RFn",508,"TA","TA","Y","None","New","Partial",12.2209612580239,"TRUE","2000s","FALSE",3,362
"1313","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","8","5",1990,"Gable","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",482,"Unf",1453,"Ex","Y",2810,"Gd","Typ",1,"Ex","Attchd","RFn",750,"Gd","Gd","Y","None","WD","Normal",12.618182296357,"FALSE","1990s","FALSE",2.5,500
"1314","60","RL","NoAlley","IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story","9","5",1999,"Gable","VinylSd","VinylSd","BrkFace",165,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1393,"Ex","Y",2599,"Gd","Typ",1,"TA","BuiltIn","Fin",779,"TA","TA","Y","None","WD","Normal",12.7164021462475,"FALSE","1990s","FALSE",2.5,698
"1315","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","4","6",1954,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",732,"Unf",948,"Ex","Y",948,"TA","Typ",1,"TA","Detchd","Unf",280,"TA","TA","Y","None","WD","Normal",11.6868787720937,"FALSE","1950s","FALSE",2,36
"1316","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","2Story","6","5",1969,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",500,"LwQ",952,"TA","Y",2112,"TA","Typ",2,"Gd","Attchd","Unf",576,"TA","TA","Y","None","WD","Normal",12.2399908637336,"FALSE","1960s","FALSE",2.5,280
"1317","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","8","5",2008,"Gable","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",1622,"Ex","Y",1630,"Ex","Typ",1,"Gd","Attchd","RFn",860,"TA","TA","Y","None","WD","Normal",12.5964004268844,"FALSE","2000s","FALSE",3,214
"1318","120","FV","Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE","1Story","7","5",2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1352,"Ex","Y",1352,"Gd","Typ",1,"Gd","Attchd","RFn",466,"TA","TA","Y","None","New","Partial",12.2496109475447,"TRUE","2000s","FALSE",2,241
"1319","20","RL","NoAlley","IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story","8","5",2002,"Hip","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",1753,"Ex","Y",1787,"Gd","Typ",1,"TA","Attchd","RFn",748,"TA","TA","Y","None","WD","Normal",12.5245263766487,"TRUE","2000s","FALSE",2,348
"1320","20","RL","NoAlley","Reg","Bnk","Inside","Gtl","Edwards","Norm","1Fam","1Story","4","5",1954,"Hip","Wd Sdng","Wd Sdng","BrkFace",132,"TA","TA","PConc","TA","TA","No","ALQ",492,"Unf",864,"Ex","Y",948,"TA","Typ",0,"No","Attchd","Unf",248,"TA","TA","Y","None","WD","Normal",11.6172854802945,"FALSE","1950s","FALSE",1,0
"1321","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","3",1957,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",189,"Rec",1478,"Gd","Y",1478,"TA","Typ",2,"Gd","Attchd","RFn",442,"TA","TA","Y","None","WD","Normal",11.9608112889623,"FALSE","1950s","FALSE",2.5,330
"1322","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","BrkSide","Feedr","1Fam","1Story","3","6",1950,"Hip","VinylSd","VinylSd","None",0,"TA","TA","CBlock","No","No","No","No",0,"No",0,"TA","N",720,"TA","Typ",0,"No","Detchd","Unf",287,"TA","Fa","Y","None","WD","Normal",11.1913418408428,"TRUE","1940s","FALSE",1,0
"1323","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","7","5",1992,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",674,"Unf",750,"Ex","Y",1923,"Gd","Typ",1,"TA","Attchd","RFn",564,"TA","TA","Y","None","WD","Normal",12.1547793511426,"FALSE","1990s","FALSE",3.5,279
"1324","30","RL","NoAlley","Reg","HLS","Inside","Gtl","BrkSide","Norm","1Fam","1Story","4","7",1950,"Hip","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","TA","No","LwQ",280,"Unf",420,"Gd","Y",708,"Fa","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.3205535723228,"TRUE","1940s","FALSE",1,164
"1325","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5",2007,"Gable","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",1795,"Ex","Y",1795,"Gd","Typ",1,"Gd","Attchd","RFn",895,"TA","TA","Y","None","New","Partial",11.8981878657609,"TRUE","2000s","FALSE",2,49
"1326","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story","4","4",1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",796,"Fa","N",796,"TA","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","N","MnPrv","WD","Normal",10.9150884642146,"TRUE","1920s","FALSE",1,100
"1327","30","RH","NoAlley","Reg","Bnk","Inside","Mod","Edwards","Norm","1Fam","1Story","3","6",2006,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",544,"Unf",544,"Ex","Y",774,"Gd","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.2772031314492,"TRUE","1930s","FALSE",1,286
"1328","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story","5","9",2008,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","TA","TA","No","ALQ",641,"Unf",816,"Ex","Y",816,"Gd","Typ",1,"Ex","Attchd","Unf",264,"TA","TA","Y","MnPrv","WD","Normal",11.7791285057449,"TRUE","1980s","FALSE",1.5,0
